5.53398749899,10.612755538,15.8344718705
20.0587270419,25.3633763892,30.132337192
35.6601779353,40.7280755903,45.9871354821
50.1526356537,55.4598572759,60.0845932263
65.5940294344,70.9898785592,75.4460606387
80.1093012274,85.1519070578,90.0366171642
95.8358544264,100.9275218,105.42828026
110.398911969,115.081305441,120.156248515
125.513416706,130.747523589,135.39678158
140.995138916,145.881719818,150.519638889
155.942910096,160.496717648,165.82532277
170.330941569,175.872610451,180.784393516
185.785401475,190.818710578,195.065789052
200.050493734,205.573595991,210.174119173
215.810889123,220.819377025,225.981172403
230.620052092,235.032469325,240.175553375
245.08333989,250.67230814,255.663560304
260.543733419,265.7818805,270.175114391
275.098823336,280.074034361,285.563099098
290.152985686,295.587397509,300.710322917
305.654123571,310.118592397,315.437338641
320.472207078,325.87414241,330.717183768
335.992303582,340.746642658,345.216724642
350.875264886,355.171790098,360.378672366
365.199191475,370.718636244,375.453290309
380.496849691,385.859252823,390.911069031
395.016048348,400.611750439,405.903743663
410.130110734,415.702755313,420.607842763
425.901256782,430.625096777,435.398215437
440.355393878,445.530694119,450.002839592
455.961085533,460.471162799,465.033626142
470.388243643,475.143276613,480.301297175
485.030376883,490.211936571,495.117647028
500.10711009,505.080391168,510.323261916
515.36793537,520.516524843,525.344607684
530.460075306,535.34177703,540.22776308
545.939304631,550.204473857,555.477821664
560.223541576,565.437243749,570.132305486
575.551319896,580.045294643,585.141169384
590.947883694,595.306422053,600.457308539
605.501520778,610.610165462,615.795597639
620.474776687,625.947340572,630.475619565
635.886479644,640.758732146,645.871940882
650.603021416,655.779614755,660.532580907
665.147723212,670.96241975,675.355377788
680.377291995,685.447388494,690.656293463
695.778574003,700.686852152,705.873465952
710.221044075,715.39476091,720.884120423
725.605868363,730.466798822,735.811442671
740.735670525,745.08690739,750.388217224
755.574228093,760.685004101,765.580116598
770.399679484,775.651087653,780.990168653
785.684969386,790.936512147,795.061473345
800.243610486,805.901865734,810.874445262
815.556936207,820.040612664,825.585618963
830.503443471,835.368749353,840.081301213
845.636839711,850.401966921,855.290057801
860.977838017,865.448516862,870.149873682
875.335060014,880.360831842,885.847688715
890.067642314,895.737841128,900.193365544
905.61484422,910.980237173,915.249727791
920.04444294,925.837263682,930.088382859
935.518289145,940.272220435,945.79757813
950.27675068,955.308709295,960.58178882
965.310326948,970.613420185,975.979454406
980.30869662,985.735606067,990.714884652
995.754523123,1000.49543531,1005.68306176
1010.2167327,1015.02866251,1020.66018475
1025.39792313,1030.93962799,1035.3804159
1040.89045466,1045.09424987,1050.63104931
1055.62952282,1060.38295582,1065.59587254
1070.50055397,1075.93327481,1080.33818789
1085.72223982,1090.97641002,1095.49281529
1100.5870228,1105.66093253,1110.06095783
1115.574265,1120.60993756,1125.57458526
1130.86430214,1135.45517742,1140.2164355
1145.1848096,1150.29899943,1155.64500681
1160.42656933,1165.66072467,1170.81297664
1175.95228461,1180.09266981,1185.45200015
1190.29983894,1195.49925831,1200.27468347
1205.91044215,1210.62210436,1215.29400704
1220.99179245,1225.57358483,1230.32766313
1235.57024649,1240.05263483,1245.19027099
1250.51496247,1255.37123795,1260.78891382
1265.15309821,1270.64508671,1275.57758833
1280.02389981,1285.88989107,1290.66406908
1295.38208322,1300.49255008,1305.94651759
1310.63156921,1315.17139567,1320.63975079
1325.53044643,1330.91360339,1335.7254556
1340.20003298,1345.77161843,1350.067879
1355.86601704,1360.62980568,1365.88329811
1370.15395275,1375.45937998,1380.97903623
1385.23047973,1390.789048,1395.95709055
1400.19590232,1405.00577564,1410.62918041
1415.10288521,1420.87822625,1425.00924529
1430.9912811,1435.64569863,1440.11924208
1445.758848,1450.5694292,1455.95246618
1460.37205244,1465.56744715,1470.32237367
1475.56170475,1480.94053056,1485.48731687
1490.83133657,1495.93903968,1500.79536257
1505.27110802,1510.42419306,1515.23150197
1520.18713566,1525.91686817,1530.43274686
1535.34927382,1540.15376144,1545.04432367
1550.78673904,1555.02497337,1560.13352842
1565.0378893,1570.70823733,1575.68571793
1580.8319626,1585.94666228,1590.20281966
1595.43553329,1600.5972956,1605.91798566
1610.49510111,1615.00813921,1620.20578644
1625.32541764,1630.93283812,1635.5457598
1640.5526807,1645.17634669,1650.41002312
1655.11917507,1660.83633057,1665.30838102
1670.1537023,1675.61635652,1680.28581444
1685.09012168,1690.2283672,1695.88308814
1700.72053573,1705.88037907,1710.91383901
1715.68344069,1720.87709907,1725.99221894
1730.63605916,1735.64291078,1740.68812963
1745.82161495,1750.65297641,1755.78289002
1760.44561516,1765.54300462,1770.88410092
1775.93700463,1780.85365153,1785.20033233
1790.49675039,1795.63219892,1800.57558997
1805.30298529,1810.44317891,1815.55253956
1820.31852752,1825.45240137,1830.40600087
1835.87988388,1840.2844706,1845.36935662
1850.3194438,1855.04162526,1860.06988084
1865.20902845,1870.77978707,1875.56517689
1880.5307654,1885.56884131,1890.18075381
1895.04807664,1900.36491214,1905.67425669
1910.23729425,1915.36637987,1920.64617923
1925.10446328,1930.37532351,1935.15245724
1940.82449229,1945.83304329,1950.25068515
1955.16353197,1960.37836173,1965.41415465
1970.43718132,1975.00724816,1980.41541357
1985.41245366,1990.59300738,1995.61404396
2000.11830905,2005.55397685,2010.825
2015.27321803,2020.25246208,2025.80171519
2030.37442043,2035.16720755,2040.96507595
2045.00997416,2050.79314215,2055.18379623
2060.09370904,2065.24788119,2070.15247577
2075.34588747,2080.53968895,2085.30428673
2090.22808981,2095.41269323,2100.84237078
2105.39629413,2110.9412477,2115.1804012
2120.25905129,2125.95202161,2130.91617598
2135.86343661,2140.08823311,2145.15037613
2150.91279862,2155.78101862,2160.57742325
2165.46061118,2170.45848069,2175.48361734
2180.34392811,2185.15998586,2190.65373631
2195.56966212,2200.32838858,2205.22925298
2210.86070386,2215.14980146,2220.10495412
2225.84599203,2230.90650909,2235.95202978
2240.64244709,2245.42452854,2250.67138608
2255.17591339,2260.36224098,2265.83535497
2270.58908924,2275.37599094,2280.63262932
2285.84255314,2290.76681187,2295.9087024
2300.44824927,2305.65400827,2310.14343025
2315.40842945,2320.59740291,2325.77667655
2330.7991181,2335.20624354,2340.58461989
2345.50257506,2350.58334441,2355.14643918
